epoch,acc,loss,val_acc,val_loss
0,0.6211394863609816,2.369480578917157,0.8982960962005063,0.9964122317088678
1,0.7499999931762521,1.6211488561762282,0.9249201711501304,0.6810049522545137
2,0.8117678417279698,1.333054205035757,0.9318424303310747,0.7746723897921772
3,0.899361040201177,0.8955421225585368,0.9259851235932055,0.9065733145093258
4,0.9472843697403693,0.6731558888357161,0.9723109904442605,0.4960954570795654
5,0.9411608310807119,0.6133635448127255,0.9403621162088535,0.6830768277977729
6,0.9241214209534744,0.6655355446254865,0.9398296368134796,0.4472302176510564
7,0.9755058766553958,0.4274531417824844,0.9797657233711503,0.36744403283689986
8,0.890308849838849,0.8783828635502674,0.9723109882225751,0.34484700266672524
9,0.9696485790581749,0.43136531581132176,0.9611288846745151,0.519053744019284
10,0.9576677504185036,0.46291529554655503,0.9877529401367846,0.3152330178485765
11,0.9528754125641812,0.5148663945154895,0.9909478245070948,0.26862142665888933
12,0.9712460239093524,0.40364347120570426,0.9898828588608609,0.3839885575004533
13,0.9749733910393029,0.3671245571459952,0.993077747166728,0.2508124101974459
14,0.9275825481000927,0.7145685680821554,0.9904153436517563,0.2765821772007643
15,0.9872204578849582,0.2946501145411096,0.9914803053624333,0.2230633282369445
16,0.9744409051693032,0.32907844648257106,0.995207670588082,0.2174014590513973
17,0.9459531563031661,0.5242067388515756,0.9936102287837872,0.21331553357922103
18,0.9890841432272817,0.2629014443253049,0.9920127862177718,0.24980798955606068
19,0.9768370692722332,0.3231759312561653,0.9946751914466151,0.20783525706924444
20,0.977902034029793,0.2937003690531206,0.9840255692617073,0.3128577570755261
21,0.9821618893149054,0.2678216606124648,0.9898828627964178,0.258370336379233
22,0.979233235533372,0.2752695616663962,0.9968051148679691,0.1890996671237123
23,0.9813631573678079,0.2591519508594141,0.996272632298759,0.1908555557203496
24,0.9768370695896169,0.29716249078480456,0.9877529408985053,0.2906333328055117
25,0.9840255643105228,0.24407714476791054,0.9744409116439291,0.26369314148022344
26,0.97444090542321,0.28714504839576727,0.995207670588082,0.18045009764683007
27,0.9938764661645737,0.18791792820246456,0.9946751914466151,0.1760247302131531
28,0.9723109771141483,0.26803487994736885,0.9627263257170892,0.28148712898595646
29,0.9872204547111219,0.2089378360551767,0.996272632298759,0.13878003340432693
30,0.9792332323595357,0.2429876244994906,0.9936102280220666,0.1723539825286855
31,0.977103306589543,0.2540690322050525,0.9850905309723843,0.41402572412460376
32,0.9909478206984913,0.1876575964105269,0.9909478254592456,0.18431941026284163
33,0.9597976628583841,0.30567245082225536,0.995740153157292,0.20621103372055882
34,0.9946751914466151,0.16882282508194002,0.9952076723019536,0.15942752204986171
35,0.9776357842075685,0.23706084156569582,0.995740153157292,0.1514209166121559
36,0.9145367440070334,0.5751873792582554,0.9808306858435479,0.36993042561319817
37,0.9906815802708221,0.20663804621996082,0.9962726340126306,0.12858620980264535
38,0.9834930807891619,0.20261058900049064,0.9941427105912766,0.1482743817729691
39,0.9728434577155799,0.23134749143903122,0.8913738121366857,0.5634296207636182
40,0.9728434573347196,0.24690527948962487,0.9968051148679691,0.11941099294617026
41,0.9906815834446583,0.1719903562920162,0.995740153157292,0.12878445031258245
42,0.9850905326227791,0.19469059422151985,0.9520767164814332,0.46977691315868286
43,0.9784345139329806,0.20068250129969356,0.9840255726259738,0.3333154185511434
44,0.9826943574114222,0.19808509852241277,0.9707135441965951,0.2504646461833907
45,0.9930777472936815,0.1498649897841346,0.9952076723019536,0.12468248024916116
46,0.9866879793782585,0.1800542497993531,0.9946751914466151,0.1368348646325806
47,0.9904153398431528,0.15616752200931533,0.9952076723019536,0.14680753685573672
48,0.9816293993823952,0.19235115413404247,0.995740153157292,0.13111304543333185
49,0.996006390411125,0.12937284241151759,0.9952076723019536,0.1149137610047897
50,0.986421735776753,0.16449382200567358,0.9946751914466151,0.14285497251537027
51,0.9901490994154836,0.15086567962068084,0.9952076723019536,0.13679950532758325
52,0.9869542119348138,0.16866673933812223,0.8115015778932582,1.1716010629559477
53,0.9840255632314184,0.20652982553703209,0.9968051148679691,0.10392086499859604
54,0.9912140627130787,0.14372874981266495,0.9952076723019536,0.1251972611116779
55,0.9917465457901026,0.14163390064614015,0.9952076723019536,0.12566074811485503
56,0.985356774066076,0.16312418162378386,0.995740153157292,0.10703696362095011
57,0.9901490994154836,0.1389780199438873,0.9962726340126306,0.10171599448108064
58,0.987486693551873,0.15344142549620648,0.9962726340126306,0.1130783091337917
59,0.9882854148348807,0.14395301222515564,0.9936102297359382,0.12994268842049428
60,0.9917465435684172,0.1371256675218114,0.9952076723019536,0.11603806069452034
61,0.9925452664383431,0.12652743465730304,0.9962726340126306,0.12400498855323457
62,0.9717784924502063,0.31287134929110827,0.9968051148679691,0.10179043132752276
63,0.9965388752020206,0.1023489248654205,0.9030884131709862,0.27366714473095693
64,0.9752396211837427,0.18602866636583218,0.9968051148679691,0.10214696716640197
65,0.9946751914466151,0.11500283022816823,0.995740153157292,0.10769553899495239
66,0.9728434549543423,0.26335743458443683,0.9968051148679691,0.09354382962051926
67,0.9949414302873663,0.11339698877895729,0.9968051131540975,0.0992826296212955
68,0.9944089510189459,0.11102965048834666,0.9888178971501839,0.09264304223881997
69,0.989882859749535,0.13309659357395923,0.9968051148679691,0.11635018363833047
70,0.9941427105912766,0.11320134311819229,0.972310989174726,0.18216052229285112
71,0.9936102265621019,0.10924853528110871,0.997870076578646,0.08776058877904575
72,0.9752396251192997,0.1953956750286019,0.9973375957233076,0.10877640475543797
73,0.9944089462581914,0.10724035837748053,0.995740153157292,0.12246864467573623
74,0.9712460084210316,0.26218060554819494,0.9973375957233076,0.10654839532919966
75,0.9981363154193972,0.09497530492572104,0.9946751914466151,0.100268205875755
76,0.9885516536756318,0.12690615837280741,0.9968051148679691,0.08666880245502002
77,0.9829606110422502,0.16330012713218775,0.9968051148679691,0.1155571544164032
78,0.995740151570374,0.10352164867936105,0.9973375957233076,0.0940177824518805
79,0.9808306725451741,0.16700539065880007,0.9968051148679691,0.08670865250424074
80,0.9928115052790941,0.11608176488782397,0.9973375957233076,0.09214252256515562
81,0.9834930855499162,0.15304959552705732,0.9968051131540975,0.10534325736367538
82,0.9973375941363894,0.09187480327261649,0.997870076578646,0.089350709245323
83,0.9579339798646994,0.3900578088495043,0.9973375957233076,0.10825648497595701
84,0.9949414302873663,0.10939810950313006,0.9973375957233076,0.10383463740205993
85,0.9984025574339845,0.09416272767340414,0.993077747166728,0.12208360658920865
86,0.9856230089712702,0.14654814413053413,0.995740153157292,0.10430070520224917
87,0.995740151570374,0.09614985301313055,0.9973375957233076,0.10040117020662219
88,0.9784345058079599,0.169637265622108,0.9499467796030135,0.520701577932563
89,0.995740151570374,0.12165330528133847,0.9973375957233076,0.09218312078279556
90,0.9962726324257124,0.09724125783410444,0.9962726340126306,0.09040876605306951
91,0.9800319575781005,0.15992196529500655,0.996272632298759,0.12162136552305902
92,0.9952076714767562,0.10002497459054628,0.9920127862177718,0.11743573544505305
93,0.9962726340126306,0.0959508239794463,0.997337594009436,0.08247962484534938
94,0.9802981908963765,0.14816505314347844,0.9973375957233076,0.09068155506897531
95,0.9981363154193972,0.08838437100092823,0.9968051148679691,0.09494813830771258
96,0.9965388744402999,0.08979111298109396,0.9984025574339845,0.0825834440323301
97,0.9890841345309703,0.13732937877329265,0.9968051148679691,0.09586604457662001
98,0.9755058639600508,0.1730824826211848,0.9579339980190428,0.32213107631388055
99,0.996538873488149,0.09002401972540651,0.9968051148679691,0.114327565851176
100,0.9938764701636074,0.0999862654838826,0.995740153157292,0.09458380334547406
101,0.9912140609357304,0.11412653396019158,0.9973375957233076,0.12638261162054043
102,0.9952076723019536,0.09824255879282062,0.996272632298759,0.08081183961024299
103,0.9880191759941296,0.14459946926948997,0.996272632298759,0.11021951468576131
104,0.9962726324257124,0.08964827077917524,0.9973375957233076,0.07751330566672852
105,0.9856230057974339,0.1198300323563135,0.9984025574339845,0.07804124769422446
106,0.9970713552956383,0.07858091077040305,0.9968051148679691,0.08417017050920583
107,0.9944089494320277,0.09303246744381734,0.997337594009436,0.08592553242358664
108,0.9739084174584783,0.21162486761110152,0.9973375957233076,0.07756358589798498
109,0.9973375925494713,0.08132564969940054,0.9973375957233076,0.07115407749867668
110,0.9840255655800573,0.13861064336344964,0.9776357999497963,0.2033225999821743
111,0.9954739111427047,0.09174715462552346,0.997870076578646,0.0760182576835219
112,0.9936102289107407,0.09740577375514312,0.990947823745374,0.1267919803198915
113,0.9930777488805996,0.09634291060086383,0.9957401514434205,0.10340522493893346
114,0.9952076714767562,0.09417796323791987,0.9968051148679691,0.1069430085821464
115,0.9933439861344326,0.10303268322167686,0.996272632298759,0.10072383532128014
116,0.9954739127296228,0.08815336979616184,0.9968051148679691,0.10551073683447604
117,0.9789669919318665,0.1613475154208553,0.997870076578646,0.07852900727266193
118,0.9965388744402999,0.08126955857069983,0.9973375957233076,0.08512818975189623
119,0.9952076691281173,0.08913014519313019,0.995740153157292,0.08397170034841227
120,0.997870076578646,0.0805562489821761,0.995207670588082,0.09128117308226891
121,0.9627263099748613,0.22006197236438657,0.997870076578646,0.08038303145744041
122,0.997870076578646,0.07809635552084739,0.997337594009436,0.08269307095878803
123,0.9976038345640587,0.07690923428113342,0.997870076578646,0.07379472469147275
124,0.9954739111427047,0.08284701444645025,0.997870076578646,0.06699003999669965
125,0.9771033010035912,0.1666658391404393,0.9968051148679691,0.0813054843221546
126,0.9949414318742843,0.08828932353958915,0.9973375957233076,0.0691253639781437
127,0.9930777425329271,0.09467889126132345,0.997870076578646,0.06640674942297042
128,0.9901491025893198,0.10696868281077526,0.997870076578646,0.06765431794114768
129,0.9976038361509768,0.07000185382236053,0.997870076578646,0.08212198326572442
130,0.991746541981499,0.09930661294502191,0.9973375957233076,0.06901306995409873
131,0.9805644337044229,0.12344481839269748,0.9962726340126306,0.08548043658748603
132,0.997870076578646,0.06783377039975251,0.9968051131540975,0.07611066070449746
133,0.991480304727666,0.10262658201451627,0.9962726340126306,0.07728883847435569
134,0.9946751898596969,0.08537739599411226,0.997870076578646,0.06931844377876344
135,0.895633651584355,0.705698825149173,0.997870076578646,0.08594355637384173
136,0.9968051132810509,0.07978155248906539,0.997870076578646,0.07467973023192824
137,0.9970713552956383,0.07231668561808091,0.9973375957233076,0.06569964024491204
138,0.9864217286673598,0.11518445538398557,0.9973375957233076,0.07311554152332048
139,0.997870076578646,0.07049457413462785,0.997337594009436,0.0737462527811908
140,0.9912140640460899,0.10344693162285101,0.9941427074174404,0.11491112376903447
141,0.9965388744402999,0.07594596911558962,0.9952076730636743,0.09476877285586124
142,0.99361022814902,0.08846018869227494,0.996272632298759,0.08880342195590084
143,0.9968051139158182,0.07241043181449207,0.9595314333487116,0.2767184617928169
144,0.9917465435684172,0.09061539803529446,0.9962726340126306,0.07849444000246807
145,0.9925452632645068,0.09037043007449728,0.9973375957233076,0.0776974437153314
146,0.9976038358970699,0.07000427111523093,0.9962726340126306,0.07758107821083171
147,0.9904153398431528,0.11217065520497303,0.997870076578646,0.07138929426812897
148,0.9896166137993907,0.09933264750721482,0.9973375957233076,0.07268190363281198
149,0.9965388728533817,0.0703932425925653,0.997870076578646,0.0616016862824702
150,0.9984025574339845,0.068835813710833,0.9968051148679691,0.08560697781566741
151,0.9736421808394127,0.20149732091096137,0.9973375957233076,0.08286470023238748
152,0.9986687978616537,0.06474168877156017,0.997870076578646,0.06093947532268378
153,0.9917465451553353,0.11112967435036478,0.9973375957233076,0.06325409274560194
154,0.9909478206984913,0.10972057202785286,0.9962726340126306,0.06597030252075424
155,0.9968051148679691,0.07044456740077565,0.9968051148679691,0.0946505951662414
156,0.9944089510189459,0.08313580271138298,0.9962726340126306,0.15148568815919664
157,0.998136317768036,0.07273811452622357,0.9877529393750638,0.1028842472008115
158,0.9869542126965345,0.15271628298920692,0.9968051148679691,0.0780774033623445
159,0.9957401499834558,0.07706947958332916,0.995740153157292,0.07380651172024373
160,0.9813631541939716,0.1331129341452711,0.9973375957233076,0.06953808241568435
161,0.9986687962747357,0.0633456945197143,0.9968051148679691,0.06535553261320304
162,0.9957401539190128,0.08107612420496342,0.9962726330604798,0.10024367601345903
163,0.9968051148679691,0.07635028448443824,0.9968051131540975,0.08471453499298888
164,0.9938764685766892,0.08907806635283815,0.997870076578646,0.07938017750890872
165,0.9920127838056563,0.08411137947735314,0.9930777488805996,0.11026388200454183
166,0.9965388744402999,0.072685414574112,0.9984025574339845,0.05835090873165887
167,0.9701810546449452,0.19291462665136122,0.9962726340126306,0.07558654577603229
168,0.9992012787169923,0.059529248085487894,0.997337594009436,0.06861275090529514
169,0.992811503692176,0.08882074475812074,0.997870076578646,0.0796384803982525
170,0.9869542111096163,0.12611005067650757,0.9973375957233076,0.08510121784477442
171,0.997870076578646,0.06645071300994347,0.9973375957233076,0.056417334685945154
172,0.9941427090043585,0.07989887681743081,0.9962726340126306,0.07661441253365292
173,0.9946751906214176,0.08272713247817545,0.9680511445537034,0.15188872054838143
174,0.9952076723019536,0.08006756163982791,0.9973375957233076,0.078139657358995
175,0.9965388744402999,0.07017851845461466,0.9968051148679691,0.07628609820470389
176,0.995740151570374,0.0751681342459144,0.9968051131540975,0.0689863183786567
177,0.9917465443301379,0.08817202871203168,0.996272632298759,0.16686282864711283
178,0.9968051116941328,0.07437917648063808,0.997870076578646,0.07780431890195678
179,0.9965388744402999,0.06747214419963642,0.9973375957233076,0.06509678028880979
180,0.9981363170063153,0.06776686808584344,0.997870076578646,0.06089479343309062
181,0.9901490994154836,0.09026983884957651,0.995740153157292,0.07320440302705104
182,0.9949414318742843,0.07162634888316749,0.9968051148679691,0.06064477582740835
183,0.997870076578646,0.06760420297154476,0.9973375957233076,0.06767551668773825
184,0.9952076723019536,0.08023054551043576,0.995740153157292,0.09073181442035654
185,0.9944089517806666,0.073002439920609,0.9946751922083358,0.0741914421621476
186,0.9941427090043585,0.07526139667033514,0.9973375957233076,0.06781181082113609
187,0.9962726340126306,0.065627343270281,0.997870076578646,0.06723115970881476
188,0.99361022814902,0.08147479886936938,0.9968051148679691,0.06986329610498188
189,0.9968051148679691,0.07007074609986001,0.9962726340126306,0.09276338951926008
190,0.9406283302778127,0.32872279617177663,0.9941427113529974,0.10602565537404202
191,0.9970713552956383,0.07386186771309033,0.9973375957233076,0.05810348399943564
192,0.9968051148679691,0.06450991534069578,0.9962726340126306,0.06963649590096027
193,0.9720447344647937,0.2169400109999731,0.9968051148679691,0.07942027126908048
194,0.9997337595723308,0.05592089222150996,0.9973375957233076,0.06406120100595192
195,0.9930777472936815,0.08453824366735448,0.997870076578646,0.06138194742373511
196,0.9928115068660123,0.08344445002678864,0.9957401514434205,0.08971008771873765
197,0.9896166201470632,0.0975303245158876,0.9968051148679691,0.0804352107179114
198,0.9970713537087201,0.06233797832149159,0.9968051148679691,0.0646056482395806
199,0.9771033065578046,0.13856080166114787,0.997870076578646,0.07021282497035683
200,0.9965388728533817,0.06446695466614125,0.9973375957233076,0.05685555847030415
201,0.9973375957233076,0.06720925050294692,0.997870076578646,0.061087193846289974
202,0.9834930863116369,0.13852629529687163,0.971778501971715,0.21827937939915412
203,0.9941427113529974,0.07502643998089435,0.9904153428900356,0.12813755679435243
204,0.9973375941363894,0.06235879381148579,0.9957401514434205,0.08326665174783356
205,0.9917465443301379,0.0845575142687502,0.9818956516802121,0.16965590753811743
206,0.9976038361509768,0.06094764806211185,0.9968051156296898,0.0729543418088914
207,0.991746541981499,0.0892475815896536,0.997870076578646,0.06741160538773568
208,0.9906815818577401,0.09314352970201367,0.997870076578646,0.06455189258225175
209,0.9864217294290805,0.10237322727077432,0.9952076723019536,0.09531654476627502
210,0.9898828605747324,0.09054601589600626,0.9973375957233076,0.07274766598408595
211,0.9984025574339845,0.056308509815678684,0.995740153157292,0.07371478244122733
212,0.9890841361178885,0.10841643759887566,0.997870076578646,0.07476134305865494
213,0.9973375909625531,0.062493236606526045,0.997870076578646,0.05031357707973486
214,0.9901490962416473,0.07994681839554454,0.9962726340126306,0.06581142848244491
215,0.9954739119044255,0.06473995122316674,0.9504792634417581,0.34182112758405925
216,0.993876465402853,0.07332971458411572,0.9968051148679691,0.06603312862519257
217,0.9962726340126306,0.06200792321873803,0.9968051148679691,0.07498691273462404
218,0.887380195351137,0.916228626419307,0.997337594009436,0.10042514937659042
219,0.9973375957233076,0.07738876914460692,0.997870076578646,0.06908249793945156
220,0.996272631600515,0.06421265895136248,0.9984025574339845,0.05424389249870318
221,0.9930777441198453,0.07727991042140954,0.9968051148679691,0.06279733685004953
222,0.9952076691281173,0.066940831343809,0.9973375957233076,0.06213521258360027
223,0.9914803054893867,0.08176518666445892,0.9968051148679691,0.08759334556464823
224,0.9965388728533817,0.06649237314161782,0.997870076578646,0.06338998614250027
225,0.9965388744402999,0.06341638772314984,0.9968051131540975,0.06512070246858084
226,0.992012783170889,0.09627274533335012,0.997870076578646,0.060755706379334896
227,0.9973375957233076,0.05887856903358009,0.997870076578646,0.05347393069285364
228,0.9534078823110927,0.30290125226711057,0.9968051148679691,0.11911147783676021
229,0.9978700749917279,0.07580017164762155,0.9973375957233076,0.06809739971630617
230,0.9901491010024017,0.09193939714433667,0.997870076578646,0.06594171245702413
231,0.9986687978616537,0.05239805528800835,0.997870076578646,0.06886017328094497
232,0.9832268371876564,0.1469745533669782,0.997870076578646,0.066986686925982
233,0.9968051156296898,0.061175582853083416,0.9968051148679691,0.06748307280091685
234,0.9936102303707054,0.07367279184575533,0.8929712602886529,0.3730794561747164
235,0.9946751882727789,0.07794512082704594,0.997870076578646,0.06039789263892986
236,0.9968051132810509,0.0602858601389919,0.9973375957233076,0.08462544640127462
237,0.9970713544704409,0.058673969945048116,0.995207670588082,0.08193065579960776
238,0.9949414302873663,0.06747729526445888,0.997870076578646,0.05811527568779497
239,0.9917465403945809,0.07452936714497237,0.997870076578646,0.06980695282292569
240,0.9869542111096163,0.10770938529596288,0.9973375957233076,0.06709490547450586
241,0.9976038361509768,0.058322192265932805,0.996272632298759,0.06675752072225109
242,0.9949414287004481,0.0701477798545005,0.9973375957233076,0.06085321977853585
243,0.9901491001772043,0.09308681834223298,0.9962726340126306,0.08510944667779091
244,0.9960063935849613,0.0643270765376675,0.995740153157292,0.08356342757075104
245,0.9976038369126975,0.058218252092314224,0.9920127791083786,0.11416901995579655
246,0.9888178962615097,0.11012811833026565,0.7028753683209038,0.7905595103899637
247,0.9869542086975008,0.09640342514878644,0.997870076578646,0.0540657854907778
248,0.9901490946547292,0.0719468013856548,0.9984025574339845,0.06396612466865391
249,0.9781682674750225,0.13446266953144084,0.9973375957233076,0.05802065762864769
250,0.9981363170063153,0.05274861433302252,0.9984025574339845,0.05354401941933888
251,0.9970713552956383,0.05850129964522406,0.9973375957233076,0.06346562589073397
252,0.9976038361509768,0.056940070487344605,0.9973375957233076,0.05049909566180965
253,0.9917465435684172,0.08084620530216204,0.9968051148679691,0.06935429636535807
254,0.9733759342227627,0.18796516303865674,0.9973375957233076,0.08419594248405661
255,0.9970713537087201,0.06649559875107167,0.997870076578646,0.051064513568172314
256,0.999201279478713,0.0490819751676787,0.997337594009436,0.07466061551349994
257,0.9904153390179554,0.08313677881281978,0.9973375957233076,0.06674859220909869
258,0.995740153157292,0.060755377462782416,0.997870076578646,0.060277772105286044
259,0.9968051116941328,0.05715667496854886,0.997870076578646,0.0631487870170349
260,0.9014909454047109,1.1905271094669296,0.8312033944236584,0.6274979126910432
261,0.9749733775822372,0.19018616642767247,0.997870076578646,0.06071556692782301
262,0.9989350367024049,0.05291655301825561,0.997337594009436,0.055145506986096514
263,0.9880191759941296,0.10758480104331138,0.9962726340126306,0.07437806999404083
264,0.9928115060408148,0.08329713422332963,0.9952076723019536,0.07869485892649022
265,0.9566027805351982,0.4628046015366769,0.9973375957233076,0.11088898103918257
266,0.9685836037476095,0.2417798354801215,0.9968051131540975,0.12636534589579818
267,0.9925452642166577,0.0987719943681464,0.9968051148679691,0.1701862793713332
268,0.9992012787169923,0.06408889511951242,0.9973375957233076,0.05668393581613692
269,0.991480304727666,0.09372383218032483,0.997870076578646,0.0706872568962673
270,0.9941427074174404,0.06777076584637101,0.9968051131540975,0.06184605460641737
271,0.995740153157292,0.061516193012459974,0.995740153157292,0.0937230814966404
